<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.07.13	1572.39	1596.72	1565.89	1588.72	97740	29559600	0
2012.07.16	1590.57	1594.71	1577.87	1589.12	92880	28185219	35
2012.07.17	1589.11	1598.93	1571.56	1582.68	117861	35785033	35
2012.07.18	1583.45	1585.95	1567.70	1573.18	115463	35211650	35
2012.07.19	1573.27	1591.57	1572.46	1580.87	104505	31733514	35
2012.07.20	1581.93	1586.86	1573.65	1583.53	112762	34273346	35
2012.07.23	1580.48	1582.84	1563.16	1576.97	108718	32956740	35
2012.07.24	1576.23	1584.47	1568.78	1580.53	109055	32938298	35
2012.07.25	1581.14	1610.38	1578.68	1604.18	123573	37351554	35
2012.07.26	1604.92	1621.82	1601.20	1615.43	110485	38340410	35
2012.07.27	1615.17	1629.38	1611.74	1622.35	107737	32816376	29
2012.07.30	1624.04	1625.90	1614.26	1621.88	58472	16970548	0
2012.07.31	1621.70	1627.89	1610.81	1613.98	111388	33683628	32
2012.08.01	1614.74	1618.50	1591.65	1599.51	119830	36295086	32
2012.08.02	1599.28	1614.95	1583.83	1588.33	115818	35025976	32
2012.08.03	1589.04	1606.52	1585.58	1602.24	100929	30613865	32
2012.08.06	1601.38	1615.33	1600.74	1610.38	85735	26058835	32
2012.08.07	1610.64	1618.23	1608.82	1612.00	97035	29562495	32
2012.08.08	1611.71	1616.62	1603.32	1611.83	104482	31732730	32
2012.08.09	1612.39	1618.21	1609.52	1616.75	91781	27728163	32
2012.08.10	1617.53	1626.39	1605.46	1619.48	94934	28861822	32
2012.08.13	1620.09	1625.60	1607.49	1609.53	96904	29328778	32
2012.08.14	1609.96	1616.26	1589.20	1598.99	96586	29244071	32
2012.08.15	1599.27	1606.34	1589.93	1603.17	91678	27934430	32
2012.08.16	1603.39	1618.60	1600.50	1614.74	85960	25951594	25
2012.08.17	1614.83	1620.13	1611.70	1614.76	82956	25143855	35
2012.08.20	1617.42	1622.28	1609.75	1620.13	70901	21341880	35
2012.08.21	1620.30	1641.22	1618.43	1637.33	85318	25682675	35
2012.08.22	1637.23	1655.63	1634.22	1653.94	90086	27024530	35
2012.08.23	1652.78	1674.81	1652.27	1670.55	112335	33792054	35
2012.08.24	1669.93	1673.49	1662.44	1669.44	89266	26890937	35
2012.08.27	1671.38	1676.88	1663.08	1664.20	86543	26154563	35
2012.08.28	1664.63	1672.28	1657.12	1666.56	88862	26938824	35
2012.08.29	1666.77	1669.88	1652.29	1656.03	83303	25227718	34
2012.08.30	1656.91	1664.11	1651.28	1655.08	80152	24155738	34
2012.08.31	1655.76	1692.78	1645.91	1690.80	94195	28554770	35
2012.09.03	1689.15	1692.30	1685.35	1692.30	56152	16935590	35
2012.09.04	1692.83	1698.97	1688.08	1695.72	92490	27828131	35
2012.09.05	1695.35	1695.76	1687.21	1692.80	93582	26619024	20
2012.09.06	1693.66	1713.44	1691.48	1700.04	139128	35326747	19
2012.09.07	1701.30	1741.75	1689.07	1735.70	131384	33635517	17
2012.09.10	1734.91	1739.99	1724.77	1726.00	127647	33712310	19
2012.09.11	1726.40	1738.10	1725.69	1732.03	117213	29493726	14
2012.09.12	1732.00	1747.11	1725.10	1730.64	148435	39394512	22
2012.09.13	1731.15	1772.66	1715.46	1766.12	160892	42334651	19
2012.09.14	1768.72	1777.72	1765.51	1770.35	175216	44266436	18
2012.09.17	1775.13	1776.34	1753.91	1761.14	135419	36823049	25
2012.09.18	1761.85	1773.32	1751.84	1771.25	171114	46623770	18
2012.09.19	1771.68	1779.25	1761.85	1770.02	150312	40018064	24
2012.09.20	1770.16	1772.18	1755.22	1768.50	156624	42984578	22
2012.09.21	1768.62	1787.39	1766.62	1773.03	160805	42436143	21
2012.09.24	1771.81	1772.19	1755.54	1764.15	158366	42380113	18
2012.09.25	1765.22	1775.00	1758.78	1760.84	161061	41166220	12
2012.09.26	1760.39	1765.50	1736.63	1752.21	145510	38024446	13
2012.09.27	1752.99	1780.31	1750.82	1777.05	157068	38266822	16
2012.09.28	1776.65	1783.24	1767.19	1771.68	162521	41517258	15
2012.10.01	1769.47	1791.61	1763.33	1775.27	168002	44966920	20
2012.10.02	1776.04	1784.28	1770.34	1774.74	138240	38190326	21
2012.10.03	1773.49	1781.81	1770.83	1777.46	143819	38043190	20
2012.10.04	1778.12	1795.10	1777.54	1790.09	162727	42711040	20
2012.10.05	1790.94	1795.87	1772.41	1780.29	142514	38511413	18
2012.10.08	1777.25	1779.55	1766.35	1774.86	126756	35279743	23
2012.10.09	1775.73	1779.70	1760.45	1764.16	142475	37389357	24
2012.10.10	1765.14	1768.20	1756.92	1762.32	139677	38487938	24
2012.10.11	1761.36	1774.82	1758.45	1767.13	136189	35410425	27
2012.10.12	1767.08	1773.26	1752.06	1754.19	132198	36317745	10
2012.10.15	1751.86	1751.97	1728.48	1737.87	151692	40245905	11
2012.10.16	1736.89	1748.13	1734.73	1747.52	120542	30181169	10
2012.10.17	1748.42	1753.46	1742.76	1749.86	122340	32922609	26
2012.10.18	1749.90	1752.11	1738.04	1741.07	124278	32448970	12
2012.10.19	1741.72	1743.30	1715.52	1721.75	157592	43235274	10
2012.10.22	1718.34	1729.35	1713.41	1728.14	142482	36127548	17
2012.10.23	1729.03	1730.03	1703.84	1707.30	161766	42967031	19
2012.10.24	1707.71	1714.33	1698.50	1701.71	151119	41166453	18
2012.10.25	1701.92	1717.94	1701.82	1711.43	142505	38010799	22
2012.10.26	1711.72	1718.75	1700.70	1710.89	151344	41253850	11
2012.10.29	1711.77	1717.19	1705.94	1709.14	95666	26955228	19
2012.10.30	1706.97	1715.14	1704.73	1708.62	97493	24947032	16
2012.10.31	1710.56	1725.90	1709.24	1720.32	144852	37891346	16
2012.11.01	1719.89	1726.98	1713.58	1713.97	130774	33893223	22
2012.11.02	1716.02	1716.82	1674.43	1677.42	153443	42140821	10
2012.11.05	1677.93	1686.16	1672.63	1684.46	141593	37627831	19
2012.11.06	1685.40	1720.84	1683.54	1716.02	148794	40113950	12
2012.11.07	1714.92	1731.69	1703.09	1717.18	216439	56293564	20
2012.11.08	1717.62	1734.99	1712.68	1731.57	154076	41048314	20
2012.11.09	1730.83	1738.77	1727.09	1730.84	163350	41290919	22
2012.11.12	1733.65	1737.96	1725.57	1728.47	131432	35216836	21
2012.11.13	1728.20	1732.90	1717.80	1725.20	155848	40315665	18
2012.11.14	1724.97	1734.00	1720.68	1726.72	157114	42539968	27
2012.11.15	1726.65	1727.86	1704.68	1716.05	149793	39884600	16
2012.11.16	1717.16	1717.21	1705.75	1713.57	152735	39201260	17
2012.11.19	1714.57	1735.50	1714.29	1731.63	127858	31594616	0
2012.11.20	1731.10	1735.60	1722.11	1727.63	138086	37254738	17
2012.11.21	1727.75	1731.84	1720.50	1728.60	130964	34897600	22
2012.11.22	1729.03	1732.50	1728.43	1729.74	66040	18299525	19
2012.11.23	1728.84	1754.28	1727.95	1751.13	113929	30211520	15
2012.11.26	1750.35	1752.19	1745.86	1748.56	137326	37366331	18
2012.11.27	1749.15	1751.71	1740.37	1742.01	144757	39869543	22
2012.11.28	1741.65	1743.05	1705.59	1719.30	172014	47652882	18
2012.11.29	1719.60	1728.48	1718.00	1725.70	146770	39172774	11
2012.11.30	1725.45	1731.65	1708.43	1714.13	152626	43491523	10
2012.12.03	1714.96	1722.51	1712.51	1715.53	136912	35436073	17
2012.12.04	1716.31	1717.33	1691.21	1697.38	176274	48211556	11
2012.12.05	1696.47	1706.86	1684.75	1693.74	151181	41456598	18
2012.12.06	1693.68	1703.21	1685.90	1699.87	157345	39806867	16
2012.12.07	1699.52	1705.47	1684.01	1703.59	149382	38450992	16
2012.12.10	1703.68	1717.21	1702.61	1712.85	100668	27123825	19
2012.12.11	1712.88	1714.31	1704.75	1709.91	118936	33172561	40
2012.12.12	1710.11	1723.27	1707.11	1711.51	161501	45652841	40
2012.12.13	1709.82	1711.12	1689.39	1697.22	189210	53531460	40
2012.12.14	1696.93	1700.41	1693.18	1695.38	133276	36509446	40
2012.12.17	1699.48	1699.78	1686.49	1698.01	126095	34108092	40
2012.12.18	1698.36	1703.07	1660.87	1670.48	161717	43980411	40
2012.12.19	1672.30	1676.72	1663.22	1666.83	144253	39771675	40
2012.12.20	1666.15	1671.78	1635.48	1647.15	151079	39828501	30
2012.12.21	1647.92	1659.61	1635.44	1657.04	145715	38376521	40
2012.12.24	1657.22	1665.80	1651.81	1658.25	74438	18081468	40
2012.12.26	1655.61	1667.89	1655.23	1659.96	57474	12647723	40
2012.12.27	1658.74	1665.35	1652.54	1663.86	90747	23217744	40
2012.12.28	1664.37	1666.08	1653.49	1655.16	79163	20548310	41
2012.12.31	1656.02	1680.40	1655.82	1676.12	65531	16062718	40
2013.01.02	1673.25	1694.77	1670.10	1686.61	121942	30154810	40
2013.01.03	1686.12	1689.84	1660.56	1663.17	127633	36191423	40
2013.01.04	1663.98	1664.09	1625.80	1655.75	199229	54119315	40
2013.01.07	1658.60	1662.47	1642.67	1646.98	146348	39939587	40
2013.01.08	1647.98	1662.41	1646.44	1658.65	142439	36580920	40
2013.01.09	1659.86	1665.81	1651.34	1657.57	129482	36574698	40
2013.01.10	1657.83	1678.77	1653.72	1674.68	122697	33106357	40
2013.01.11	1675.71	1676.79	1653.26	1662.71	133068	36460160	40
2013.01.14	1661.58	1674.70	1659.88	1667.59	112886	29384110	40
2013.01.15	1667.90	1685.06	1666.33	1679.12	141704	36637228	40
2013.01.16	1679.73	1684.76	1673.39	1679.41	121528	33158843	40
2013.01.17	1680.72	1696.10	1666.69	1687.60	141169	36125049	40
2013.01.18	1687.14	1695.17	1683.31	1683.31	118053	32204941	40
2013.01.21	1688.48	1691.20	1685.81	1689.62	70152	19974060	0
2013.01.22	1690.19	1695.99	1686.59	1691.93	115627	30672696	40
2013.01.23	1693.10	1694.94	1683.62	1685.73	105834	29175215	40
2013.01.24	1684.31	1685.98	1664.86	1667.77	139703	36761710	40
2013.01.25	1668.41	1672.27	1655.87	1658.91	138587	35823745	40
2013.01.28	1659.66	1662.29	1651.89	1655.67	122762	32163020	40
2013.01.29	1654.94	1665.94	1654.73	1663.65	110621	29331630	40
2013.01.30	1663.39	1683.74	1662.65	1676.71	132974	34446279	40
2013.01.31	1675.85	1680.72	1657.77	1663.44	137208	36860460	40
2013.02.01	1663.93	1682.11	1659.85	1667.11	139169	36838054	10
2013.02.04	1668.80	1677.60	1661.48	1674.16	125535	31884690	11
2013.02.05	1674.50	1684.97	1666.62	1672.74	146739	39425020	8
2013.02.06	1672.91	1679.87	1668.31	1677.47	122385	33080120	7
2013.02.07	1677.39	1683.16	1664.16	1671.40	152000	39547020	10
2013.02.08	1672.09	1673.64	1665.03	1666.97	131363	36800450	8
2013.02.11	1667.36	1669.54	1643.77	1647.84	124151	34208980	1
2013.02.12	1647.29	1653.30	1639.21	1650.85	139816	36894873	7
2013.02.13	1652.38	1653.46	1640.48	1642.35	140446	38357890	5
2013.02.14	1641.86	1650.07	1632.79	1634.25	152328	40532770	6
2013.02.15	1634.03	1635.99	1597.87	1609.23	184006	51600773	4
2013.02.18	1609.22	1618.79	1607.03	1609.63	115595	32783880	0
2013.02.19	1610.13	1615.20	1600.72	1604.65	167865	45019220	0
2013.02.20	1604.55	1609.53	1558.65	1563.94	260459	70557460	2
2013.02.21	1567.62	1584.98	1555.04	1575.91	261657	70944110	4
2013.02.22	1577.73	1587.24	1569.85	1580.46	195115	53865820	6
2013.02.25	1580.91	1596.99	1575.17	1593.83	203098	56394290	6
2013.02.26	1592.22	1620.10	1584.44	1613.66	262603	74528310	11
2013.02.27	1613.52	1614.83	1592.15	1597.05	192184	54074580	6
2013.02.28	1596.96	1603.01	1574.99	1579.99	213561	57783152	8
2013.03.01	1580.61	1587.28	1564.81	1576.23	232669	64766250	5
2013.03.04	1580.20	1584.89	1569.38	1573.63	174637	48233670	6
2013.03.05	1574.39	1586.51	1571.95	1575.30	157433	40772740	6
2013.03.06	1575.28	1584.91	1567.39	1583.46	162306	42332906	7
2013.03.07	1584.45	1585.46	1574.91	1578.76	152290	42500358	5
2013.03.08	1578.08	1583.74	1561.41	1578.55	186289	50172330	7
2013.03.11	1578.60	1583.39	1575.50	1581.59	110858	28975540	13
2013.03.12	1582.01	1598.39	1580.02	1592.74	124806	33076880	8
2013.03.13	1593.07	1599.35	1585.63	1587.54	121773	33352440	13
2013.03.14	1589.23	1593.34	1576.31	1590.13	131809	36839020	11
2013.03.15	1590.66	1599.08	1588.52	1591.95	108479	29217410	10
2013.03.18	1604.62	1611.24	1591.67	1605.01	158229	43884110	10
2013.03.19	1605.75	1615.60	1600.02	1612.23	131548	34446590	1
2013.03.20	1613.17	1614.77	1602.90	1605.95	118753	31682070	4
2013.03.21	1606.43	1616.84	1604.49	1614.49	98144	26262680	14
2013.03.22	1615.76	1616.15	1603.52	1608.42	97728	26446200	10
2013.03.25	1608.32	1613.79	1589.65	1605.14	138710	36214948	4
2013.03.26	1604.08	1606.01	1594.61	1599.22	104342	29094321	11
2013.03.27	1600.65	1608.35	1591.29	1605.11	119550	31691573	9
2013.03.28	1605.01	1607.64	1593.97	1596.10	115801	31146985	8
2013.04.01	1600.84	1601.04	1594.79	1599.50	77759	21832390	16
2013.04.02	1599.28	1603.92	1573.59	1575.96	120557	33463614	7
2013.04.03	1576.18	1577.14	1549.44	1557.20	163329	44635991	5
2013.04.04	1557.26	1559.51	1540.12	1554.66	181377	45664313	6
2013.04.05	1553.80	1581.25	1549.31	1580.79	163789	44297560	14
2013.04.08	1582.24	1582.65	1567.35	1573.53	110719	29198740	11
2013.04.09	1572.43	1590.38	1570.39	1585.19	119805	31471700	13
2013.04.10	1585.01	1588.61	1555.70	1557.91	160924	43373725	11
2013.04.11	1557.75	1568.40	1553.38	1560.99	131732	36139740	11
2013.04.12	1559.95	1564.71	1481.75	1482.33	272307	74387099	2
2013.04.15	1482.82	1495.57	1337.09	1348.00	679039	183025424	30
2013.04.16	1362.17	1403.44	1321.54	1366.31	455308	125329600	29
2013.04.17	1372.33	1395.12	1364.88	1375.74	313402	85211886	17
2013.04.18	1376.33	1402.07	1336.14	1390.50	297097	79050980	11
2013.04.19	1394.58	1425.11	1385.80	1403.53	190129	51128780	18
2013.04.22	1405.88	1439.05	1403.60	1425.50	241280	65789660	25
2013.04.23	1426.06	1432.84	1404.93	1414.16	247837	66175017	23
2013.04.24	1413.42	1433.37	1412.23	1431.45	204051	53624256	23
2013.04.25	1430.77	1469.19	1427.08	1466.52	211507	55352700	14
2013.04.26	1466.07	1485.21	1447.91	1461.01	272635	73511539	17
2013.04.29	1466.69	1478.76	1462.14	1474.77	185912	48566248	12
2013.04.30	1474.78	1479.94	1461.00	1476.59	181769	48947025	16
2013.05.01	1475.67	1478.07	1440.41	1457.02	217896	56019800	25
2013.05.02	1457.65	1473.87	1448.84	1466.96	198148	51479713	13
2013.05.03	1466.32	1488.08	1456.11	1470.45	218120	56388450	14
2013.05.06	1470.21	1478.85	1464.48	1469.15	146696	40700382	4
2013.05.07	1469.37	1470.65	1441.37	1452.07	210295	56694293	23
2013.05.08	1451.43	1476.68	1447.67	1473.65	179310	47670054	10
2013.05.09	1472.38	1475.82	1453.33	1457.13	183774	47969866	12
2013.05.10	1457.32	1462.18	1419.74	1447.39	266105	72963994	22
2013.05.13	1445.98	1446.74	1425.87	1430.81	186957	50286416	17
2013.05.14	1430.66	1445.47	1421.23	1425.56	229154	62800776	9
2013.05.15	1425.51	1430.80	1388.37	1392.86	281001	77583970	10
2013.05.16	1395.60	1398.31	1369.62	1386.09	298414	78947209	15
2013.05.17	1384.84	1393.06	1355.26	1358.89	300378	79551082	15
2013.05.20	1364.59	1399.54	1337.95	1393.41	359215	91942078	19
2013.05.21	1393.33	1401.66	1359.70	1376.38	300552	81130522	17
2013.05.22	1376.41	1414.31	1354.44	1369.50	364182	91879072	19
2013.05.23	1369.42	1398.07	1356.61	1390.80	323679	82668287	22
2013.05.24	1391.37	1398.45	1382.36	1385.79	192075	52958030	16
2013.05.27	1387.90	1396.83	1384.33	1394.40	70881	17727100	14
2013.05.28	1393.86	1399.48	1373.69	1380.98	201753	53580853	18
2013.05.29	1381.97	1395.35	1380.09	1393.51	183294	46324634	10
2013.05.30	1393.21	1418.05	1388.78	1413.95	208596	51150906	17
2013.05.31	1412.93	1421.90	1384.72	1387.64	204066	54836180	17
2013.06.03	1389.50	1417.04	1388.97	1411.29	198957	50498476	17
2013.06.04	1410.80	1415.07	1389.07	1399.40	186024	53790671	13
2013.06.05	1399.20	1410.52	1395.81	1403.74	214874	55064470	15
2013.06.06	1402.06	1423.89	1391.78	1413.53	236314	60605650	18
2013.06.07	1413.11	1417.97	1377.78	1381.96	252501	64735537	12
2013.06.10	1379.18	1388.95	1375.79	1386.28	195907	50885250	12
2013.06.11	1386.30	1387.53	1365.29	1377.88	223123	56368490	14
2013.06.12	1378.26	1394.63	1373.12	1388.46	167941	44733950	18
2013.06.13	1388.08	1394.88	1374.46	1385.12	214407	61344100	9
2013.06.14	1386.32	1392.34	1378.43	1390.25	176340	45058002	11
2013.06.17	1389.19	1391.93	1380.47	1385.09	122530	34191500	14
2013.06.18	1384.87	1386.06	1361.13	1367.92	167719	45924485	6
2013.06.19	1368.24	1376.66	1349.01	1351.03	176042	44018900	17
2013.06.20	1350.93	1351.15	1276.13	1284.42	464971	116635003	12
2013.06.21	1281.77	1302.47	1269.43	1295.57	316104	76312061	7
2013.06.24	1298.87	1301.51	1276.05	1282.52	278098	71333776	13
2013.06.25	1282.54	1289.56	1271.72	1277.47	234815	63890509	19
2013.06.26	1277.08	1277.97	1221.58	1226.89	409813	110612366	15
2013.06.27	1224.69	1244.63	1196.48	1200.29	332479	92643187	23
2013.06.28	1202.43	1235.14	1180.17	1234.86	384719	103104400	25
2013.07.01	1235.51	1261.74	1225.05	1252.20	267695	72336555	22
2013.07.02	1254.16	1267.47	1239.55	1243.18	205129	58318778	21
2013.07.03	1244.34	1260.02	1236.82	1252.93	201581	56246590	19
2013.07.04	1251.81	1257.88	1244.79	1249.45	111143	32493450	24
2013.07.05	1249.75	1250.54	1208.14	1222.92	246470	68797082	26
2013.07.08	1223.59	1238.76	1215.65	1236.73	196308	53389463	24
2013.07.09	1236.78	1260.57	1233.58	1251.14	222144	60284592	21
2013.07.10	1251.21	1265.88	1243.97	1257.61	220319	57339692	21
2013.07.11	1265.34	1298.83	1265.12	1285.80	274363	74077336	23
2013.07.12	1286.44	1288.57	1267.84	1285.31	159915	43726326	24
2013.07.15	1288.52	1294.77	1273.92	1284.53	149170	40722534	25
2013.07.16	1283.20	1295.62	1277.17	1291.93	179612	48277844	17
2013.07.17	1292.27	1300.55	1270.27	1275.24	246382	66284508	24
2013.07.18	1275.94	1288.70	1274.10	1284.11	173641	49440000	16
2013.07.19	1284.39	1297.89	1282.37	1295.75	150950	40277800	16
2013.07.22	1296.70	1339.58	1296.42	1335.54	196173	55284530	24
2013.07.23	1335.30	1346.68	1326.53	1342.55	160980	43925230	20
2013.07.24	1345.58	1346.60	1313.19	1322.07	167793	43650102	0
2013.07.25	1321.71	1337.72	1308.90	1333.97	182019	50163062	25
2013.07.26	1333.87	1340.72	1312.40	1333.06	180726	50293782	19
2013.07.29	1333.38	1338.29	1322.88	1328.09	157575	42237605	16
2013.07.30	1327.33	1330.13	1317.25	1326.16	131899	37588178	17
2013.07.31	1326.47	1339.07	1305.61	1325.06	243108	66070786	25
2013.08.01	1324.21	1331.09	1307.67	1310.73	188985	52505800	24
2013.08.02	1306.18	1318.46	1283.10	1312.43	203919	55751317	25
2013.08.05	1312.02	1320.72	1297.52	1302.85	131839	38247200	19
2013.08.06	1303.55	1306.98	1279.33	1283.08	167142	46958890	24
2013.08.07	1282.12	1289.43	1272.80	1287.24	158382	44307030	25
2013.08.08	1286.71	1314.32	1282.93	1312.92	173845	48277950	25
2013.08.09	1312.54	1317.25	1304.84	1314.24	145968	41870200	22
2013.08.12	1317.59	1344.10	1316.41	1337.07	177886	49321788	18
2013.08.13	1337.85	1341.34	1318.79	1321.41	188514	54919500	25
2013.08.14	1321.35	1336.08	1315.89	1335.53	176056	49155690	25
2013.08.15	1335.83	1370.10	1318.90	1365.61	277666	74797342	25
2013.08.16	1365.78	1379.57	1357.74	1376.56	257507	68834472	22
2013.08.19	1378.68	1384.40	1362.34	1365.90	205007	59102080	23
2013.08.20	1365.69	1377.61	1352.35	1371.13	205744	56949921	21
2013.08.21	1369.10	1379.17	1359.84	1366.56	234762	62186130	24
2013.08.22	1366.98	1381.74	1355.10	1375.72	212015	55539242	24
2013.08.23	1376.98	1400.01	1368.66	1397.68	201757	51946390	19
2013.08.26	1398.85	1406.97	1389.45	1404.39	172225	47985640	11
2013.08.27	1404.39	1423.76	1395.79	1414.40	215977	57931545	20
2013.08.28	1417.50	1433.73	1413.37	1417.73	241082	65635515	25
2013.08.29	1417.71	1418.33	1402.47	1407.53	233359	61647495	23
2013.08.30	1406.19	1411.20	1392.18	1394.81	185698	51057620	24
2013.09.02	1391.41	1398.30	1373.80	1391.84	129325	34424136	16
2013.09.03	1390.94	1416.35	1384.50	1412.69	191613	50967080	21
2013.09.04	1411.85	1414.98	1384.71	1391.28	185437	52260200	24
2013.09.05	1392.61	1399.88	1364.74	1367.94	183418	49521260	0
2013.09.06	1366.25	1393.33	1359.91	1391.13	180053	49437350	0
2013.09.09	1389.90	1391.95	1382.07	1386.84	108928	28904600	0
2013.09.10	1386.78	1391.11	1357.78	1363.67	144399	39514000	21
2013.09.11	1364.58	1368.58	1356.68	1365.09	129079	34163500	23
2013.09.12	1365.52	1365.81	1320.59	1322.01	200585	54018558	21
2013.09.13	1323.63	1330.88	1304.91	1326.15	214768	55421280	16
2013.09.16	1329.26	1334.71	1303.86	1310.68	202495	53686980	20
2013.09.17	1311.25	1323.95	1306.19	1310.41	166844	46386550	19
2013.09.18	1310.33	1367.38	1291.79	1364.02	268937	70390263	15
2013.09.19	1365.21	1375.08	1358.64	1366.09	210450	54053432	23
2013.09.20	1365.68	1368.21	1324.67	1325.65	202740	52153650	16
2013.09.23	1325.71	1331.87	1313.36	1322.32	209825	56946327	18
2013.09.24	1322.91	1329.32	1305.80	1323.04	215358	59928972	17
2013.09.25	1322.68	1338.09	1316.66	1334.03	196197	51053800	19
2013.09.26	1332.89	1339.23	1318.82	1323.79	183902	50692176	15
2013.09.27	1323.93	1344.09	1319.72	1336.46	296527	69378212	11
2013.09.30	1347.77	1347.77	1322.60	1328.65	148122	42241350	17
2013.10.01	1327.47	1337.67	1282.30	1288.68	225411	59068000	14
2013.10.02	1289.15	1323.88	1277.81	1316.07	234825	60357282	18
2013.10.03	1316.76	1322.03	1301.97	1316.72	230403	62937670	16
2013.10.04	1316.65	1324.39	1305.75	1310.51	169465	45238637	20
2013.10.07	1313.89	1328.97	1308.56	1322.60	193364	52057850	15
2013.10.08	1323.04	1330.09	1315.52	1319.18	233068	64284916	13
2013.10.09	1318.36	1321.45	1294.76	1304.64	281427	77014360	17
2013.10.10	1306.20	1311.78	1282.49	1286.74	252216	69927315	14
2013.10.11	1285.59	1294.58	1262.13	1272.08	309224	84814992	16
2013.10.14	1273.80	1289.30	1268.71	1271.90	101248	51387644	7
2013.10.15	1272.45	1288.11	1251.67	1282.95	114622	52744686	0
2013.10.16	1282.15	1288.30	1269.30	1282.52	109251	55408814	10
2013.10.17	1282.21	1324.41	1274.54	1320.20	116379	59275130	8
2013.10.18	1319.57	1327.19	1311.76	1316.08	79989	39468142	8
2013.10.21	1315.07	1324.15	1313.24	1315.92	63105	30232320	16
2013.10.22	1314.88	1344.73	1310.19	1340.09	63115	34746436	10
2013.10.23	1339.89	1342.27	1329.27	1333.40	70451	36985690	7
2013.10.24	1330.99	1352.07	1330.36	1346.60	71623	37580363	10
2013.10.25	1347.87	1355.80	1336.66	1350.44	67910	36781533	3
2013.10.28	1352.65	1361.77	1346.43	1352.85	61623	31994582	13
2013.10.29	1352.04	1360.61	1340.29	1344.85	71743	37604354	8
2013.10.30	1344.09	1359.59	1334.81	1344.35	77548	38850049	8
2013.10.31	1341.25	1342.03	1319.15	1322.87	78977	42324469	6
2013.11.01	1323.33	1327.45	1306.15	1315.85	75449	40358259	16
2013.11.04	1314.57	1322.54	1311.19	1314.30	55519	28511466	2
2013.11.05	1314.11	1320.14	1305.95	1311.15	65231	33316605	16
2013.11.06	1312.02	1322.05	1309.19	1317.69	58506	33290043	17
2013.11.07	1317.41	1326.34	1296.77	1307.41	73015	37027678	13
2013.11.08	1308.05	1313.74	1281.07	1287.80	70658	38324971	14
2013.11.11	1288.43	1288.63	1279.09	1283.71	55663	34491906	29
2013.11.12	1282.21	1285.27	1261.33	1268.87	74718	42176785	32
2013.11.13	1266.12	1279.66	1265.80	1273.35	70325	35900519	34
2013.11.14	1283.86	1294.25	1278.12	1287.65	79407	45983889	32
2013.11.15	1287.56	1291.13	1280.37	1287.97	62234	32721796	2
2013.11.18	1288.78	1289.54	1269.98	1273.64	61528	31681938	32
2013.11.19	1274.96	1278.79	1269.15	1274.11	68876	38683942	28
2013.11.20	1274.79	1276.35	1241.05	1244.35	82387	46489282	34
2013.11.21	1243.85	1250.37	1236.71	1243.18	77287	46474610	25
2013.11.22	1243.78	1248.90	1241.08	1243.15	56544	35611661	24
2013.11.25	1237.81	1253.83	1226.77	1248.74	71394	42995320	0
2013.11.26	1250.82	1257.87	1239.60	1242.89	58114	31099084	26
2013.11.27	1242.91	1254.63	1236.28	1237.99	57746	30497933	11
2013.11.28	1238.15	1245.65	1234.72	1244.33	32794	20061275	20
2013.11.29	1244.65	1254.75	1240.74	1252.92	45457	28696919	25
2013.12.02	1249.50	1249.75	1217.77	1219.77	72753	45779896	37
2013.12.03	1221.03	1226.12	1215.19	1223.12	63882	35365984	32
2013.12.04	1223.50	1251.49	1211.71	1243.48	80149	47118644	33
2013.12.05	1242.42	1242.69	1217.04	1224.81	84767	44062415	33
2013.12.06	1225.22	1244.53	1212.70	1228.61	75545	41083963	33
2013.12.09	1231.01	1243.03	1225.24	1240.34	64453	34661227	33
2013.12.10	1239.55	1267.76	1237.85	1260.87	74341	43727041	34
2013.12.11	1261.59	1263.28	1251.08	1251.08	76643	46096076	32
2013.12.12	1253.61	1256.92	1223.89	1225.35	78399	43267559	36
2013.12.13	1225.85	1238.65	1220.54	1238.41	74626	43454182	34
2013.12.16	1237.69	1251.86	1227.75	1241.16	76261	41194915	26
2013.12.17	1240.02	1248.00	1227.41	1230.89	73800	43442878	29
2013.12.18	1230.25	1244.45	1216.06	1217.81	80200	45342935	30
2013.12.19	1217.33	1226.46	1187.14	1189.70	93007	54124205	30
2013.12.20	1189.77	1207.43	1188.76	1202.93	73918	42086479	29
2013.12.23	1203.57	1206.12	1192.65	1198.56	51198	28036680	27
2013.12.24	1197.99	1203.02	1196.10	1202.91	29499	18668477	31
2013.12.26	1204.44	1215.78	1204.13	1210.39	26179	18890022	28
2013.12.27	1211.31	1219.02	1208.94	1213.13	52244	31954309	28
