date,open,high,low,close,volume
2023-08-25,1917.05,1922.45,1903.78,1914.21,132875
2023-08-28,1914.86,1926.07,1912.77,1920.06,88149
2023-08-29,1919.96,1938.2,1914.44,1937.32,126706
2023-08-30,1937.3,1949.07,1934.95,1942.42,120052
2023-08-31,1942.6,1947.91,1939.01,1940.06,92454
2023-09-01,1940.01,1953.02,1934.4,1939.85,138713
2023-09-04,1940.41,1946.28,1936.79,1938.47,44777
2023-09-05,1938.41,1938.99,1925.36,1925.97,112965
2023-09-06,1926.11,1929.19,1915.31,1916.42,117181
2023-09-07,1917.07,1923.58,1916.25,1919.62,98719
2023-09-08,1919.61,1929.7,1917.35,1919.13,98258
2023-09-11,1920.36,1930.77,1916.47,1922.33,101764
2023-09-12,1922.77,1924.48,1907.59,1913.34,103458
2023-09-13,1913.23,1915.77,1905.51,1908.15,127183
2023-09-14,1908.72,1912.91,1901.02,1910.51,148428
2023-09-15,1910.89,1930.43,1909.71,1923.68,122561
2023-09-18,1923.42,1934.23,1922.52,1933.61,98507
2023-09-19,1933.54,1937.41,1929.75,1931.34,87297
2023-09-20,1931.67,1947.42,1927.95,1930.36,136227
2023-09-21,1930.34,1931.6,1913.9,1919.94,143289
2023-09-22,1919.87,1929.12,1919.58,1925.25,96528
2023-09-25,1925.07,1927.22,1915.11,1915.78,87820
2023-09-26,1916.16,1916.81,1899.12,1900.58,98343
2023-09-27,1900.58,1903.92,1872.55,1874.99,115520
2023-09-28,1876.14,1879.58,1857.66,1864.8,147185
2023-09-29,1865.15,1879.88,1846.33,1848.74,147432
2023-10-02,1846.45,1848.93,1827.14,1827.77,154232
2023-10-03,1828.97,1833.38,1815.25,1822.94,192166
2023-10-04,1823.35,1830.79,1816.58,1821.1,181931
2023-10-05,1821.26,1829.2,1813.01,1820.24,163563
2023-10-06,1820.41,1834.9,1810.47,1831.84,200926
2023-10-09,1847.52,1863.49,1844.23,1861.35,155242
2023-10-10,1861.18,1865.37,1853.0,1860.42,204264
2023-10-11,1859.96,1877.2,1858.61,1874.27,193115
2023-10-12,1874.63,1885.12,1867.91,1868.73,190851
2023-10-13,1869.07,1932.41,1868.94,1932.41,213189
2023-10-16,1925.94,1927.68,1908.2,1920.06,158254
2023-10-17,1919.98,1931.57,1912.41,1923.05,161186
2023-10-18,1923.91,1962.67,1923.28,1947.62,189497
2023-10-19,1947.76,1977.73,1945.25,1974.28,207173
2023-10-20,1973.4,1997.21,1972.04,1980.9,198269
2023-10-23,1968.07,1982.81,1964.38,1972.74,173905
2023-10-24,1973.1,1980.87,1953.49,1971.03,169310
2023-10-25,1970.88,1987.28,1962.96,1979.45,162589
2023-10-26,1980.76,1993.44,1971.63,1984.73,190268
2023-10-27,1984.49,2009.47,1976.78,2005.91,179975
2023-10-30,2004.9,2006.74,1990.96,1996.15,161808
2023-10-31,1995.67,2007.93,1978.88,1983.97,176258
2023-11-01,1983.46,1992.03,1969.88,1982.67,184940
2023-11-02,1983.42,1991.08,1978.84,1985.77,153635
2023-11-03,1985.89,2004.11,1983.17,1992.52,188442
2023-11-06,1992.43,1993.16,1977.42,1977.82,141325
2023-11-07,1977.93,1978.34,1956.71,1969.03,160213
2023-11-08,1968.67,1971.04,1947.44,1950.2,153457
2023-11-09,1949.95,1965.64,1944.51,1958.41,174088
2023-11-10,1958.42,1960.81,1933.06,1938.62,159481
2023-11-13,1938.42,1949.22,1931.6,1946.1,127010
2023-11-14,1946.1,1970.87,1943.76,1963.16,138881
2023-11-15,1962.79,1975.34,1955.37,1959.19,142869
2023-11-16,1960.04,1987.91,1956.41,1981.1,132847
2023-11-17,1980.89,1993.36,1978.53,1980.56,132680
2023-11-20,1978.11,1985.15,1965.4,1977.65,148166
2023-11-21,1977.92,2007.53,1977.8,1998.26,164705
2023-11-22,1998.61,2006.43,1986.86,1989.81,144702
2023-11-23,1989.2,1998.52,1989.18,1992.78,39966
2023-11-24,1992.95,2003.58,1991.45,2002.33,54053
2023-11-27,2002.12,2018.12,2000.38,2014.18,79287
2023-11-28,2013.84,2042.98,2011.49,2041.07,76325
2023-11-29,2041.36,2051.99,2035.42,2044.12,91534
2023-11-30,2044.56,2047.25,2031.01,2036.09,85621
2023-12-01,2036.83,2075.36,2033.91,2071.63,65040
2023-12-04,2072.6,2144.77,2020.13,2028.89,85241
2023-12-05,2030.21,2041.17,2009.8,2019.36,74914
2023-12-06,2019.91,2035.86,2017.21,2025.26,64498
2023-12-07,2026.3,2039.94,2020.18,2028.54,64039
2023-12-08,2028.51,2033.98,1994.58,2004.04,68116
2023-12-11,2005.36,2007.71,1975.78,1981.69,60603
2023-12-12,1982.0,1996.68,1977.21,1979.3,50962
2023-12-13,1980.1,2027.79,1973.0,2027.23,56900
2023-12-14,2025.48,2047.9,2024.35,2036.2,75085
2023-12-15,2036.28,2044.95,2015.48,2019.02,340007
2023-12-18,2019.56,2033.77,2015.86,2027.21,280002
2023-12-19,2027.32,2047.03,2021.62,2040.13,308394
2023-12-20,2040.05,2043.56,2027.27,2031.31,311016
2023-12-21,2032.05,2046.12,2031.39,2045.78,332142
2023-12-22,2045.87,2070.7,2045.87,2052.75,383955
2023-12-26,2053.23,2069.05,2052.97,2067.44,202590
2023-12-27,2068.19,2084.51,2061.32,2077.49,285928
2023-12-28,2077.46,2088.51,2064.37,2065.25,328829
2023-12-29,2066.27,2074.87,2058.07,2063.03,296374
2024-01-02,2062.91,2078.99,2055.82,2058.91,376799
2024-01-03,2059.16,2066.05,2030.49,2041.27,441916
2024-01-04,2041.88,2051.04,2036.1,2043.28,324187
2024-01-05,2043.81,2064.07,2024.34,2045.3,479354
2024-01-08,2044.65,2046.55,2016.61,2028.18,386826
2024-01-09,2028.22,2042.09,2025.95,2030.21,376781
2024-01-10,2030.36,2040.37,2020.31,2024.32,399693
2024-01-11,2024.06,2045.8,2013.16,2028.54,538544
2024-01-12,2029.2,2062.33,2028.73,2048.81,562683
2024-01-15,2047.9,2058.66,2045.68,2054.6,248084
2024-01-16,2054.62,2055.59,2024.19,2028.22,459103
2024-01-17,2028.29,2033.0,2001.68,2006.11,557364
2024-01-18,2005.62,2023.31,2005.62,2022.93,430350
2024-01-19,2024.39,2039.5,2020.26,2029.33,410962
2024-01-22,2029.7,2032.19,2016.42,2021.62,423889
2024-01-23,2021.96,2037.98,2019.51,2029.23,436043
2024-01-24,2029.02,2036.78,2011.06,2013.5,543248
2024-01-25,2014.3,2025.44,2009.47,2020.7,443626
2024-01-26,2020.26,2026.75,2015.81,2018.49,353072
2024-01-29,2024.05,2037.46,2019.18,2032.7,288679
2024-01-30,2032.92,2048.64,2028.96,2036.87,412991
2024-01-31,2036.95,2056.07,2030.79,2039.2,567869
2024-02-01,2038.97,2065.54,2029.93,2054.98,592314
2024-02-02,2054.88,2057.73,2027.73,2039.57,383044
2024-02-05,2040.01,2042.29,2014.76,2025.03,398004
2024-02-06,2024.76,2038.96,2022.77,2035.86,191974
2024-02-07,2036.04,2044.64,2030.5,2035.0,142344
2024-02-08,2035.64,2038.7,2020.08,2034.33,151572
2024-02-09,2034.61,2037.28,2020.2,2024.26,138125
2024-02-12,2024.15,2027.59,2011.75,2019.94,139488
2024-02-13,2019.73,2031.91,1989.97,1992.95,153478
2024-02-14,1993.44,1996.12,1984.03,1992.1,145815
2024-02-15,1992.32,2008.38,1990.09,2004.25,138635
2024-02-16,2004.12,2015.24,1995.19,2013.18,134157
2024-02-19,2014.69,2023.04,2011.38,2017.91,99685
2024-02-20,2018.09,2030.94,2014.87,2024.23,130870
2024-02-21,2024.11,2032.27,2020.05,2025.97,141138
2024-02-22,2025.61,2034.86,2019.48,2024.27,148953
2024-02-23,2024.37,2041.39,2015.92,2035.52,150943
2024-02-26,2034.32,2037.1,2024.94,2031.16,136963
2024-02-27,2031.45,2039.51,2028.63,2030.38,130317
2024-02-28,2030.71,2037.94,2024.38,2034.37,129908
2024-02-29,2034.37,2050.78,2027.97,2044.12,146206
2024-03-01,2043.77,2088.38,2038.92,2083.26,164147
2024-03-04,2082.51,2119.94,2079.37,2114.27,144180
2024-03-05,2114.59,2141.81,2110.43,2127.84,173988
2024-03-06,2128.0,2152.27,2123.59,2148.03,158499
2024-03-07,2148.94,2164.76,2144.2,2159.93,165049
2024-03-08,2159.28,2195.22,2153.96,2178.55,174781
2024-03-11,2181.21,2189.03,2174.72,2182.65,146453
2024-03-12,2182.17,2184.76,2150.5,2158.13,94467
2024-03-13,2158.0,2179.85,2155.72,2174.32,62440
2024-03-14,2174.54,2176.97,2152.75,2162.19,62755
2024-03-15,2162.32,2172.71,2155.17,2155.82,59222
2024-03-18,2153.03,2163.58,2146.08,2160.26,54955
2024-03-19,2160.11,2162.77,2147.14,2157.48,59875
2024-03-20,2157.7,2188.77,2149.61,2186.24,64224
2024-03-21,2187.18,2222.65,2166.43,2181.25,91384
2024-03-22,2181.51,2186.03,2157.09,2165.27,79823
2024-03-25,2165.9,2181.26,2163.5,2171.73,71161
2024-03-26,2171.6,2200.03,2167.57,2178.63,64112
2024-03-27,2178.08,2197.55,2172.87,2194.88,64882
2024-03-28,2193.4,2236.18,2187.27,2232.88,80479
2024-04-01,2241.94,2265.61,2228.51,2251.31,85503
2024-04-02,2251.24,2281.01,2246.67,2280.53,88872
2024-04-03,2279.92,2301.14,2265.42,2299.64,95443
2024-04-04,2299.56,2305.56,2279.95,2290.95,84664
2024-04-05,2291.03,2330.44,2267.75,2329.28,91616
2024-04-08,2324.16,2353.84,2302.9,2338.82,109825
2024-04-09,2338.74,2365.28,2336.97,2352.22,104663
2024-04-10,2352.62,2360.03,2319.43,2333.55,101113
2024-04-11,2334.0,2377.64,2325.85,2372.41,102815
2024-04-12,2371.47,2431.44,2333.86,2344.22,128042
2024-04-15,2355.6,2387.51,2323.98,2383.1,115908
2024-04-16,2382.38,2398.18,2362.99,2382.85,114793
2024-04-17,2382.53,2395.53,2354.54,2361.16,104392
2024-04-18,2361.37,2392.76,2361.37,2378.86,118369
2024-04-19,2379.14,2417.83,2372.91,2390.63,146435
2024-04-22,2389.8,2389.8,2324.47,2327.25,81603
2024-04-23,2327.71,2334.34,2291.39,2322.11,79380
2024-04-24,2322.44,2337.19,2311.78,2315.96,71554
2024-04-25,2315.96,2344.8,2304.8,2332.37,70251
2024-04-26,2332.35,2352.5,2326.17,2337.78,65473
2024-04-29,2337.22,2346.63,2320.04,2335.36,70726
2024-04-30,2335.31,2336.23,2285.04,2286.3,72307
2024-05-01,2286.76,2328.2,2281.63,2319.48,70204
2024-05-02,2321.02,2326.43,2285.5,2303.51,69461
2024-05-03,2303.93,2320.59,2277.38,2301.67,67506
2024-05-06,2304.58,2331.99,2291.79,2323.76,74940
2024-05-07,2324.06,2329.88,2310.01,2313.83,65539
2024-05-08,2314.22,2321.32,2303.72,2308.83,69498
2024-05-09,2308.69,2347.17,2306.73,2346.02,68792
2024-05-10,2346.33,2378.32,2345.04,2360.47,73168
2024-05-13,2361.9,2364.42,2332.11,2336.14,67281
2024-05-14,2336.13,2359.61,2334.84,2358.0,68341
2024-05-15,2358.02,2390.23,2351.84,2385.76,70090
2024-05-16,2385.6,2397.25,2371.02,2376.72,81190
2024-05-17,2377.11,2422.74,2374.05,2413.84,80348
2024-05-20,2418.33,2450.07,2407.4,2426.22,102705
2024-05-21,2426.3,2433.83,2406.43,2420.88,93414
2024-05-22,2421.44,2426.59,2375.06,2378.58,94728
2024-05-23,2379.66,2383.66,2326.68,2328.55,92448
2024-05-24,2328.95,2347.37,2325.46,2333.86,79071
2024-05-27,2338.09,2358.52,2331.68,2350.08,60652
2024-05-28,2351.47,2364.14,2340.32,2361.13,84124
2024-05-29,2360.95,2362.66,2334.61,2338.0,86223
2024-05-30,2337.88,2351.77,2322.74,2342.98,90714
2024-05-31,2344.26,2359.8,2320.6,2327.46,91884
2024-06-03,2328.79,2354.76,2314.77,2350.45,88083
2024-06-04,2351.9,2352.83,2315.62,2326.79,87040
2024-06-05,2326.69,2357.41,2325.92,2355.13,80955
2024-06-06,2356.8,2378.5,2353.44,2375.68,81010
2024-06-07,2376.34,2387.69,2286.71,2293.38,99238
2024-06-10,2294.71,2313.84,2287.78,2310.86,75938
2024-06-11,2312.03,2319.94,2297.75,2316.73,86222
2024-06-12,2317.07,2341.66,2310.75,2324.88,84926
2024-06-13,2324.83,2326.67,2295.67,2303.85,82589
2024-06-14,2304.18,2336.59,2301.62,2332.6,82624
2024-06-17,2331.47,2332.87,2310.03,2318.96,78647
2024-06-18,2319.05,2333.11,2306.64,2329.34,76408
2024-06-19,2329.3,2335.06,2323.92,2327.98,53316
2024-06-20,2329.07,2365.46,2327.81,2360.02,77250
2024-06-21,2360.71,2368.73,2316.7,2321.42,81924
2024-06-24,2321.36,2334.68,2317.73,2334.43,81632
2024-06-25,2334.29,2337.13,2315.54,2319.51,72400
2024-06-26,2319.35,2323.72,2293.67,2298.06,81657
2024-06-27,2298.36,2330.91,2296.54,2327.48,74385
2024-06-28,2328.03,2339.75,2319.06,2326.4,74181
2024-07-01,2326.9,2338.53,2318.5,2331.72,76003
2024-07-02,2331.75,2336.78,2319.12,2329.35,70178
2024-07-03,2329.55,2364.92,2326.82,2356.07,71327
2024-07-04,2356.17,2362.52,2350.64,2356.1,45570
2024-07-05,2357.21,2392.91,2352.3,2391.06,78621
2024-07-08,2386.21,2391.13,2351.14,2359.09,76078
2024-07-09,2359.35,2371.33,2349.29,2363.73,74775
2024-07-10,2364.12,2386.61,2362.19,2371.26,68758
2024-07-11,2371.03,2424.54,2370.44,2415.3,76342
2024-07-12,2415.29,2418.17,2391.44,2411.59,81842
2024-07-15,2411.51,2439.67,2401.32,2422.23,85183
2024-07-16,2422.14,2469.65,2420.01,2468.69,85927
2024-07-17,2468.66,2483.54,2451.36,2458.66,172836
2024-07-18,2458.51,2474.8,2440.23,2445.08,181426
2024-07-19,2445.65,2445.67,2393.71,2400.3,185614
2024-07-22,2401.79,2412.04,2383.71,2396.35,167639
2024-07-23,2396.71,2411.91,2388.17,2409.62,168714
2024-07-24,2408.65,2431.9,2396.72,2397.23,179458
2024-07-25,2397.05,2401.11,2352.97,2364.49,241295
2024-07-26,2364.05,2390.68,2355.7,2387.34,182598
2024-07-29,2388.7,2403.05,2369.54,2383.5,179262
2024-07-30,2383.83,2412.64,2376.36,2410.92,174873
2024-07-31,2410.98,2450.8,2403.76,2447.24,211323
2024-08-01,2448.53,2462.17,2430.12,2446.3,227718
2024-08-02,2446.24,2477.61,2410.72,2441.38,238833
2024-08-05,2444.61,2458.65,2364.06,2409.96,303106
2024-08-06,2410.23,2418.23,2381.48,2389.85,248749
2024-08-07,2391.58,2406.9,2378.94,2383.06,211353
2024-08-08,2381.01,2427.53,2380.95,2427.18,214274
2024-08-09,2427.07,2436.93,2416.78,2431.07,176072
2024-08-12,2429.26,2473.16,2423.75,2472.03,154564
2024-08-13,2471.08,2476.82,2458.4,2464.98,166903
2024-08-14,2465.65,2479.7,2437.98,2447.92,187574
2024-08-15,2447.5,2469.95,2432.09,2456.24,176316
2024-08-16,2455.96,2509.61,2450.64,2507.46,180403
2024-08-19,2508.41,2510.06,2485.54,2504.23,183561
2024-08-20,2503.42,2531.53,2497.23,2514.01,177578
2024-08-21,2513.79,2519.84,2493.81,2512.3,178292
2024-08-22,2511.93,2514.56,2470.73,2484.73,182512
2024-08-23,2484.81,2518.23,2484.33,2511.93,178967
2024-08-26,2511.56,2526.7,2508.63,2517.91,172547
2024-08-27,2518.06,2525.84,2503.45,2524.59,166644
2024-08-28,2524.56,2528.9,2493.55,2504.67,167110
2024-08-29,2504.55,2528.6,2503.55,2521.09,173193
2024-08-30,2521.13,2526.75,2494.06,2503.35,174801
2024-09-02,2502.34,2507.18,2489.94,2499.46,110467
2024-09-03,2499.89,2506.18,2473.39,2492.86,185141
2024-09-04,2493.05,2500.15,2471.77,2495.44,173118
2024-09-05,2495.24,2523.31,2493.72,2516.63,171151
2024-09-06,2516.84,2529.08,2485.02,2497.61,194614
2024-09-09,2497.09,2507.04,2485.44,2506.22,175640
2024-09-10,2506.19,2518.32,2500.02,2516.54,162060
2024-09-11,2516.55,2528.93,2500.85,2511.35,192814
2024-09-12,2511.97,2559.98,2510.9,2558.6,187663
2024-09-13,2558.54,2585.92,2556.61,2578.38,191691
2024-09-16,2579.39,2589.56,2575.17,2582.42,149290
2024-09-17,2582.09,2586.82,2560.69,2569.45,168290
2024-09-18,2569.64,2600.04,2546.71,2559.27,196306
2024-09-19,2558.73,2594.76,2550.94,2586.61,212431
2024-09-20,2586.85,2625.65,2584.71,2622.26,192171
2024-09-23,2619.54,2634.74,2613.78,2628.39,170980
2024-09-24,2628.64,2664.24,2622.56,2656.99,203370
2024-09-25,2657.43,2670.39,2649.61,2657.02,189847
2024-09-26,2656.47,2685.44,2654.7,2672.23,204851
2024-09-27,2672.24,2674.2,2643.04,2659.81,216031
2024-09-30,2658.25,2665.9,2624.59,2634.53,207306
2024-10-01,2634.35,2673.04,2632.13,2663.37,178322
2024-10-02,2663.25,2663.26,2641.02,2658.67,167809
2024-10-03,2658.51,2662.79,2636.9,2656.01,186642
2024-10-04,2656.25,2670.15,2631.91,2653.57,129072
2024-10-07,2649.56,2659.61,2637.74,2642.51,85860
2024-10-08,2644.69,2652.96,2604.77,2621.85,98279
2024-10-09,2621.6,2624.34,2605.21,2607.68,87211
2024-10-10,2607.68,2631.52,2605.89,2630.05,87430
2024-10-11,2629.75,2661.4,2628.02,2656.38,80192
2024-10-14,2655.69,2666.77,2643.17,2648.52,79898
2024-10-15,2648.48,2668.96,2638.33,2662.64,85041
2024-10-16,2662.43,2685.24,2658.73,2673.64,81811
2024-10-17,2673.91,2696.74,2673.15,2692.83,87494
2024-10-18,2692.69,2722.6,2691.82,2721.91,87565
2024-10-21,2720.16,2740.56,2714.27,2719.5,94372
2024-10-22,2719.49,2748.86,2718.93,2748.81,87044
2024-10-23,2748.27,2758.47,2708.78,2715.57,92031
2024-10-24,2715.39,2743.19,2715.09,2735.84,90227
2024-10-25,2735.83,2747.55,2717.02,2747.39,84877
2024-10-28,2732.7,2745.92,2724.72,2742.24,87422
2024-10-29,2741.97,2774.75,2739.8,2774.44,92516
2024-10-30,2774.11,2790.05,2770.87,2787.21,92262
2024-10-31,2787.85,2790.09,2731.64,2743.77,91037
2024-11-01,2743.91,2762.26,2733.17,2735.84,95509
2024-11-04,2738.13,2748.16,2730.55,2736.46,96948
2024-11-05,2736.84,2749.88,2724.71,2743.72,89174
2024-11-06,2743.32,2749.69,2652.44,2658.94,119755
2024-11-07,2659.18,2710.27,2643.33,2706.24,104394
2024-11-08,2705.81,2710.35,2680.35,2684.15,97232
2024-11-11,2682.96,2686.22,2610.59,2619.3,96185
2024-11-12,2619.5,2627.13,2589.81,2597.98,101759
2024-11-13,2598.53,2618.81,2572.65,2572.7,97489
2024-11-14,2574.82,2581.29,2536.77,2564.53,109662
2024-11-15,2565.12,2576.05,2554.58,2561.78,100256
2024-11-18,2564.94,2615.02,2564.79,2611.72,97519
2024-11-19,2611.74,2639.4,2610.23,2632.11,96397
2024-11-20,2632.0,2655.35,2618.91,2650.08,94155
2024-11-21,2649.8,2673.47,2648.63,2669.41,94033
2024-11-22,2669.66,2715.5,2668.21,2715.34,102746
2024-11-25,2692.25,2721.31,2615.6,2625.46,105609
2024-11-26,2625.01,2641.9,2604.86,2633.02,100386
2024-11-27,2630.47,2658.2,2627.0,2635.95,89383
2024-11-28,2637.8,2649.57,2620.92,2637.07,64090
2024-11-29,2637.58,2666.37,2634.03,2650.33,86260
2024-12-02,2652.01,2652.69,2621.86,2638.62,103110
2024-12-03,2639.23,2655.56,2634.11,2643.5,91928
2024-12-04,2643.29,2656.99,2632.31,2649.88,93798
2024-12-05,2649.6,2655.54,2623.52,2631.66,87579
2024-12-06,2631.76,2645.6,2612.32,2632.67,91127
2024-12-09,2643.88,2676.32,2627.57,2660.18,98808
2024-12-10,2660.85,2695.46,2657.93,2693.8,92398
2024-12-11,2693.98,2721.07,2674.85,2717.95,100382
2024-12-12,2717.58,2726.15,2675.03,2680.55,97260
2024-12-13,2681.0,2692.77,2645.68,2648.8,96541
2024-12-16,2650.72,2664.23,2643.52,2652.62,74306
2024-12-17,2652.65,2658.57,2633.03,2646.4,82723
2024-12-18,2646.32,2651.7,2583.62,2585.31,82407
2024-12-19,2585.48,2626.42,2582.92,2594.39,90171
2024-12-20,2594.75,2631.82,2589.69,2623.03,84572
2024-12-23,2620.78,2633.22,2608.13,2612.77,77618
2024-12-24,2613.12,2621.46,2610.02,2616.59,56605
2024-12-26,2616.14,2639.14,2614.12,2633.53,63754
2024-12-27,2635.7,2638.34,2611.69,2621.54,69633
2024-12-30,2621.03,2628.13,2596.09,2605.96,69847
2024-12-31,2605.71,2627.58,2602.59,2624.43,69422
2025-01-02,2624.48,2660.46,2621.48,2657.98,83419
2025-01-03,2658.34,2665.15,2636.51,2639.98,74593
2025-01-06,2641.45,2649.45,2614.45,2635.77,83848
2025-01-07,2636.09,2664.33,2632.98,2648.42,70702
2025-01-08,2648.45,2670.0,2645.25,2661.44,80604
2025-01-09,2661.31,2678.23,2655.51,2670.34,67495
2025-01-10,2670.34,2698.01,2663.96,2688.96,89266
2025-01-13,2690.19,2693.27,2656.84,2662.98,93434
2025-01-14,2663.55,2678.38,2659.86,2677.37,88452
2025-01-15,2678.38,2697.55,2669.39,2696.28,81616
2025-01-16,2695.01,2724.76,2690.03,2714.26,86394
2025-01-17,2714.44,2717.38,2698.47,2702.92,80490
2025-01-20,2703.09,2713.76,2689.26,2706.7,69969
2025-01-21,2708.28,2746.02,2702.81,2744.69,92790
2025-01-22,2745.17,2763.45,2741.1,2756.18,84738
2025-01-23,2756.17,2758.92,2735.58,2754.52,85621
2025-01-24,2754.64,2785.94,2753.49,2771.48,87370
2025-01-27,2769.76,2772.53,2730.48,2740.7,99704
2025-01-28,2739.91,2765.11,2734.81,2763.17,83114
2025-01-29,2763.23,2766.2,2744.76,2759.68,83303
2025-01-30,2759.61,2798.49,2758.23,2794.06,83835
2025-01-31,2795.08,2817.23,2791.02,2798.47,91210
2025-02-03,2804.21,2830.4,2772.17,2814.75,107358
2025-02-04,2814.62,2845.49,2807.19,2842.01,96838
2025-02-05,2842.67,2882.49,2839.67,2867.02,90945
2025-02-06,2864.94,2873.28,2834.1,2855.55,91182
2025-02-07,2855.66,2886.68,2852.39,2861.3,85320
2025-02-10,2857.21,2911.77,2854.81,2907.88,92001
2025-02-11,2907.9,2942.58,2881.81,2897.53,103139
2025-02-12,2898.02,2909.15,2863.54,2903.97,92459
2025-02-13,2904.36,2929.5,2900.56,2928.34,86887
2025-02-14,2927.64,2940.06,2877.03,2882.5,96772
2025-02-17,2883.13,2906.4,2877.6,2899.45,69702
2025-02-18,2898.61,2937.05,2891.98,2935.08,72253
2025-02-19,2935.73,2947.05,2918.61,2932.99,84281
2025-02-20,2933.46,2954.91,2924.26,2939.06,83516
2025-02-21,2938.84,2949.59,2916.74,2935.89,84923
2025-02-24,2934.65,2956.18,2921.33,2952.62,85776
2025-02-25,2952.64,2953.79,2888.27,2914.82,94373
2025-02-26,2915.14,2930.08,2890.77,2916.11,81185
2025-02-27,2916.79,2920.76,2867.79,2877.12,93444
2025-02-28,2877.11,2885.05,2832.57,2859.06,100955
2025-03-03,2857.88,2895.29,2857.88,2892.99,94797
2025-03-04,2892.44,2927.76,2881.99,2917.7,90567
2025-03-05,2918.13,2930.06,2894.3,2919.13,95328
2025-03-06,2919.67,2926.52,2891.12,2910.74,89678
2025-03-07,2911.04,2930.33,2894.8,2911.94,98005
2025-03-10,2912.72,2918.22,2880.28,2889.24,82830
2025-03-11,2888.27,2922.03,2880.26,2915.5,69043
2025-03-12,2915.81,2940.63,2905.97,2933.31,75738
2025-03-13,2934.46,2989.1,2932.99,2988.8,73352
2025-03-14,2989.38,3004.85,2978.45,2986.24,79493
2025-03-17,2983.84,3001.99,2982.22,3001.02,63203
2025-03-18,3000.79,3038.26,2999.56,3033.76,76386
2025-03-19,3033.98,3051.84,3022.89,3047.16,68372
2025-03-20,3048.35,3057.26,3025.52,3044.47,77931
2025-03-21,3044.36,3047.39,2999.55,3022.94,69395
2025-03-24,3023.36,3033.22,3002.46,3011.96,74983
2025-03-25,3011.96,3035.95,3007.64,3019.81,71743
2025-03-26,3019.69,3032.04,3012.45,3018.85,75702
2025-03-27,3019.04,3059.56,3017.6,3056.42,84353
2025-03-28,3056.31,3086.77,3053.75,3084.2,75990
2025-03-31,3086.59,3127.94,3076.72,3123.96,81475
2025-04-01,3123.22,3149.04,3100.87,3114.12,78809
2025-04-02,3114.22,3142.05,3104.45,3132.12,83654
2025-04-03,3140.28,3167.73,3054.08,3114.19,99601
2025-04-04,3115.38,3136.58,3015.78,3037.34,97301
2025-04-07,3008.13,3055.31,2956.26,2982.01,125111
2025-04-08,2982.99,3022.73,2974.73,2981.96,94684
2025-04-09,2982.88,3099.6,2970.07,3082.78,94465
2025-04-10,3079.66,3176.45,3071.36,3175.39,90706
2025-04-11,3176.0,3245.36,3176.0,3237.53,112866
2025-04-14,3228.31,3245.69,3193.57,3210.46,101469
2025-04-15,3211.57,3233.57,3210.01,3229.36,75621
2025-04-16,3230.96,3342.94,3229.84,3342.85,102898
2025-04-17,3343.19,3357.65,3283.84,3327.24,96853
2025-04-21,3332.92,3430.5,3329.03,3424.4,97594
